fecha,demanda_total_kwh,demanda_regulada_kwh,demanda_no_regulada_kwh,perdidas_total_kwh,perdidas_regulada_kwh,perdidas_no_regulada_kwh,consumo_facturado_calendarizado_total_kwh,consumo_facturado_mensual_kwh,consumo_facturado_trimestral_kwh,consumo_facturado_irregular_kwh,registros_facturacion_activos,dia_semana,es_fin_de_semana,mes,dia_del_ano,cobertura_calendarizacion_completa
2025-11-16,2423794.170000,2206082.760000,217711.410000,46324.300000,41535.940000,4788.360000,2287685.675377,1897237.304578,387670.712474,2777.658325,579237,6,1,11,320,1
2025-11-17,2453198.280000,2224734.870000,228463.410000,43169.380000,38586.480000,4582.900000,2297355.879014,1906956.383558,387670.712474,2728.782982,579063,0,0,11,321,1
2025-11-18,2682012.630000,2426488.790000,255523.840000,39902.030000,36003.580000,3898.450000,2308560.905954,1909495.352287,387670.712474,11394.841193,579377,1,0,11,322,1
2025-11-19,2696123.300000,2444810.970000,251312.330000,48032.240000,42758.860000,5273.380000,2306653.279421,1904993.094250,387670.712474,13989.472696,579302,2,0,11,323,1
2025-11-20,2702002.950000,2443219.850000,258783.100000,45451.530000,40826.160000,4625.370000,2311964.691979,1907931.119933,387670.712474,16362.859571,579296,3,0,11,324,1
2025-11-21,2698044.090000,2440943.410000,257100.680000,50542.880000,45487.880000,5055.000000,2312383.584269,1905819.411066,387670.712474,18893.460729,579263,4,0,11,325,1
2025-11-22,2591653.330000,2344817.070000,246836.260000,46982.400000,42121.920000,4860.480000,2312165.091947,1903781.607674,387670.712474,20712.771798,579307,5,1,11,326,1
2025-11-23,2385293.660000,2174907.770000,210385.890000,50650.020000,45815.450000,4834.570000,2312965.095670,1903827.538446,387670.712474,21466.844749,579348,6,1,11,327,1
2025-11-24,2705801.310000,2435219.920000,270581.390000,46713.780000,41992.190000,4721.590000,2317094.791251,1907291.429850,387670.712474,22132.648927,579402,0,0,11,328,1
2025-11-25,2761505.220000,2489161.420000,272343.800000,35481.130000,31657.050000,3824.080000,2322574.346733,1912158.257811,387670.712474,22745.376447,579427,1,0,11,329,1
2025-11-26,2765889.710000,2491947.540000,273942.170000,39495.340000,35125.100000,4370.240000,2321937.960456,1911500.786064,387670.712474,22766.461917,579482,2,0,11,330,1
2025-11-27,2777956.570000,2496729.980000,281226.590000,46326.210000,41322.980000,5003.230000,2322046.781275,1911573.603962,387670.712474,22802.464840,579505,3,0,11,331,1
2025-11-28,2779551.430000,2500499.270000,279052.160000,60991.520000,54572.260000,6419.260000,2322082.635766,1911556.160207,387670.712474,22855.763085,579593,4,0,11,332,1
2025-11-29,2618433.180000,2359122.200000,259310.980000,49181.770000,44210.160000,4971.610000,2328480.081009,1910568.961163,387670.712474,30240.407372,579614,5,1,11,333,1
2025-11-30,2370654.140000,2152727.330000,217926.810000,38748.720000,34897.180000,3851.540000,2329438.004725,1911478.963310,387670.712474,30288.328941,579676,6,1,11,334,1
2025-12-01,2628945.840000,2381530.050000,247415.790000,37795.290000,34113.720000,3681.570000,2425054.825426,1917697.299388,387670.712474,119686.813564,579760,0,0,12,335,1
2025-12-02,2693792.250000,2444622.840000,249169.410000,38061.520000,34675.790000,3385.730000,2502716.227394,2000656.262415,387670.712474,114389.252505,579786,1,0,12,336,1
2025-12-03,2683832.570000,2436020.890000,247811.680000,43133.510000,38817.780000,4315.730000,2502118.709911,2000450.196430,387670.712474,113997.801007,579761,2,0,12,337,1
2025-12-04,2745068.980000,2483505.250000,261563.730000,45078.610000,40328.100000,4750.510000,2501388.928495,2000726.005142,387670.712474,112992.210879,579601,3,0,12,338,1
2025-12-05,2742625.750000,2483444.320000,259181.430000,45968.930000,41327.390000,4641.540000,2501696.956049,2001034.032696,387670.712474,112992.210879,579606,4,0,12,339,1
2025-12-06,2639549.710000,2390319.940000,249229.770000,54068.300000,48690.500000,5377.800000,2272920.198322,1860731.712625,387670.712474,24517.773223,579864,5,1,12,340,1
2025-12-07,2461850.510000,2240837.410000,221013.100000,45476.720000,41137.290000,4339.430000,2253939.287893,1860507.954093,387670.712474,5760.621326,579729,6,1,12,341,1
2025-12-08,2431619.990000,2206591.650000,225028.340000,39123.700000,35029.060000,4094.640000,2243640.335519,1853016.516364,387670.712474,2953.106680,579690,0,0,12,342,1
2025-12-09,2722674.050000,2455841.790000,266832.260000,52438.690000,46868.090000,5570.600000,2243660.862052,1853058.867459,387670.712474,2931.282119,579691,1,0,12,343,1
2025-12-10,2763910.940000,2491839.020000,272071.920000,46827.200000,41790.010000,5037.190000,2243871.383286,1853292.644248,387670.712474,2908.026563,579695,2,0,12,344,1
2025-12-11,2788581.070000,2505922.000000,282659.070000,52720.430000,47196.240000,5524.190000,2259914.037019,1869335.297981,387670.712474,2908.026563,579709,3,0,12,345,1
2025-12-12,2782455.330000,2500029.860000,282425.470000,63613.860000,56960.050000,6653.810000,2259914.037019,1869335.297981,387670.712474,2908.026563,579709,4,0,12,346,1
2025-12-13,2669274.970000,2415105.060000,254169.910000,54755.330000,49373.940000,5381.390000,2260098.900139,1869589.240518,387670.712474,2838.947146,579681,5,1,12,347,1
2025-12-14,2457815.690000,2226474.020000,231341.670000,43461.160000,39064.760000,4396.400000,2260099.214424,1869589.554804,387670.712474,2838.947146,579682,6,1,12,348,1
2025-12-15,2737355.520000,2478977.140000,258378.380000,44992.090000,40456.080000,4536.010000,2251815.611885,1861305.952265,387670.712474,2838.947146,579687,0,0,12,349,1
2025-12-16,2809130.660000,2539309.090000,269821.570000,48983.270000,43894.220000,5089.050000,2245018.317876,1854508.658255,387670.712474,2838.947146,579555,1,0,12,350,1
2025-12-17,2834361.970000,2559318.540000,275043.430000,49037.020000,43589.350000,5447.670000,2240135.356952,1850464.810786,387670.712474,1999.833692,579368,2,0,12,351,1
2025-12-18,2855021.090000,2573028.880000,281992.210000,53587.030000,47885.240000,5701.790000,2234423.985391,1845422.185265,387670.712474,1331.087651,579712,3,0,12,352,1
2025-12-19,2835198.260000,2556326.340000,278871.920000,54155.410000,48580.370000,5575.040000,2212066.922094,1823285.105986,387670.712474,1111.103634,579636,4,0,12,353,1
2025-12-20,2727276.410000,2461897.280000,265379.130000,47984.290000,42877.790000,5106.500000,2208838.398763,1820728.197093,387670.712474,439.489197,579554,5,1,12,354,1
2025-12-21,2538948.380000,2308873.150000,230075.230000,42392.090000,38167.340000,4224.750000,2194307.471836,1806489.039573,387670.712474,147.719789,579518,6,1,12,355,1
2025-12-22,2775707.030000,2518356.560000,257350.470000,45974.630000,41469.060000,4505.570000,2189358.381559,1801586.931795,387670.712474,100.737290,579319,0,0,12,356,1
2025-12-23,2812315.960000,2551806.720000,260509.240000,44175.540000,39622.340000,4553.200000,2197140.503125,1809414.441169,387670.712474,55.349482,580206,1,0,12,357,1
2025-12-24,2789339.830000,2540351.710000,248988.120000,51538.490000,46321.850000,5216.640000,2194511.849082,1806788.999779,387670.712474,52.136829,580249,2,0,12,358,1
2025-12-25,2394450.460000,2163827.080000,230623.380000,53720.740000,47859.190000,5861.550000,2192957.688223,1805234.838920,387670.712474,52.136829,580382,3,0,12,359,1
2025-12-26,2766670.890000,2505021.770000,261649.120000,57146.590000,51267.590000,5879.000000,2192421.899145,1804699.049842,387670.712474,52.136829,580380,4,0,12,360,1
2025-12-27,2741080.590000,2489624.250000,251456.340000,56116.270000,50434.430000,5681.840000,2196483.513899,1808760.664596,387670.712474,52.136829,580405,5,1,12,361,1
2025-12-28,2581493.220000,2344799.450000,236693.770000,49308.270000,44237.520000,5070.750000,2197772.974910,1810050.125607,387670.712474,52.136829,580428,6,1,12,362,1
2025-12-29,2833782.850000,2555047.270000,278735.580000,50503.980000,45101.650000,5402.330000,2203505.476953,1815782.627650,387670.712474,52.136829,580455,0,0,12,363,1
2025-12-30,2864798.750000,2576536.640000,288262.110000,51149.330000,45537.940000,5611.390000,2204685.887231,1816963.037928,387670.712474,52.136829,580384,1,0,12,364,1
2025-12-31,2874545.310000,2610034.520000,264510.790000,47005.390000,41977.890000,5027.500000,2200584.580143,1812861.730841,387670.712474,52.136829,580335,2,0,12,365,1
